,source_id,ra,ra_error,dec,dec_error,parallax,parallax_error,parallax_over_error,pmra,pmra_error,pmdec,pmdec_error,ra_dec_corr,ra_parallax_corr,ra_pmra_corr,ra_pmdec_corr,dec_parallax_corr,dec_pmra_corr,dec_pmdec_corr,parallax_pmra_corr,parallax_pmdec_corr,pmra_pmdec_corr,astrometric_n_obs_al,astrometric_n_good_obs_al,astrometric_gof_al,astrometric_chi2_al,astrometric_weight_al,mean_varpi_factor_al,astrometric_matched_observations,visibility_periods_used,astrometric_sigma5d_max,matched_observations,phot_g_n_obs,phot_g_mean_flux,phot_g_mean_flux_error,phot_g_mean_flux_over_error,phot_g_mean_mag,phot_bp_n_obs,phot_bp_mean_flux,phot_bp_mean_flux_error,phot_bp_mean_flux_over_error,phot_bp_mean_mag,phot_rp_n_obs,phot_rp_mean_flux,phot_rp_mean_flux_error,phot_rp_mean_flux_over_error,phot_rp_mean_mag,phot_bp_rp_excess_factor,bp_rp,bp_g,g_rp,l,b,Ecl_Lon,Ecl_Lat,ruwe,dist_869_center,dist_884_center,Cluster,PMemb
28967,4.583519e+17,34.920025,0.025170512,56.814835,0.03324152,0.40443012,0.04129006,9.794854,-0.6142262,0.08006068,-1.2982017,0.100546464,0.3432892,-0.008597936,0.007987548,-0.1471392,-0.1006841,-0.1615457,-0.08786727,0.1621034,0.1715036,0.2854615,233.0,230.0,9.831506,503.492,202.4627,-0.05044625,27.0,12.0,0.0699951,29.0,235.0,157470.38,47.855984,3290.506,12.69537,28.0,101637.17,201.15897,505.258,12.83376,26.0,87822.98,130.9932,670.4393,12.4029,1.203148,0.4308567,0.1383877,0.292469,134.8246,-4.0054975,54.116535,40.03199,1.0768368,0.35663664,0.7435854,NGC_869,0.708
28975,4.584167e+17,35.80459,0.027305935,57.321136,0.036173366,0.35856396,0.04595296,7.802848,-0.65914303,0.08640411,-1.0395101,0.10534825,0.342105,-0.1023064,-0.1953342,-0.1281404,-0.2268239,-0.1587612,-0.01276871,0.2918089,0.1538709,0.4283854,257.0,255.0,0.2898942,255.8608,11.37853,0.04207938,30.0,13.0,0.1141253,31.0,260.0,9885.633,5.4119005,1826.647,15.70085,25.0,4177.555,10.577319,394.9541,16.29908,26.0,8501.295,20.392054,416.8925,14.93821,1.282553,1.360874,0.5982275,0.7626467,135.10437,-3.3654745,54.96744,40.286312,1.0616169,1.0720694,0.28644142,NGC_884,0.857
28985,4.5837977e+17,34.668884,0.02508909,57.29713,0.03827025,0.3504491,0.044616416,7.854712,-0.6474421,0.071421735,-1.0961306,0.094811425,0.2097856,0.1191772,-0.1044535,-0.003000486,-0.1404996,-0.05832295,-0.1664889,0.3023357,0.1470078,0.1989607,222.0,217.0,9.689225,479.4957,333.1884,0.001850093,29.0,12.0,0.06058959,33.0,242.0,867064.8,302.97113,2861.873,10.84324,28.0,501949.84,861.9189,582.3632,11.09974,28.0,541025.06,434.01443,1246.56,10.42888,1.20288,0.6708603,0.2565002,0.41436,134.5345,-3.5962663,54.22545,40.526318,1.0163897,0.18727553,0.94279575,NGC_869,0.952
28990,4.5840248e+17,35.870853,0.020995535,57.003628,0.028142836,0.39066708,0.03489237,11.19635,-0.48533005,0.0715757,-1.0142313,0.08022789,0.3044727,-0.02718108,-0.03440607,-0.09630334,-0.3351183,-0.1667281,-0.168124,0.1665711,0.1032296,0.463198,272.0,271.0,-2.173955,218.3572,19.13327,0.03721974,31.0,13.0,0.09511676,33.0,274.0,16262.067,5.779912,2813.549,15.16043,27.0,8763.424,17.13641,511.3921,15.4947,29.0,11082.807,16.804691,659.5068,14.6503,1.2204,0.844408,0.3342772,0.5101309,135.24884,-3.6506188,54.834885,39.983273,0.97338647,1.127769,0.30061102,NGC_884,0.959
29021,4.5837138e+17,34.595005,0.027852101,57.077763,0.035667423,0.45643243,0.047715835,9.565638,-0.69186056,0.09416403,-0.97247744,0.09371701,0.1521004,0.03089727,0.3105892,-0.1003044,-0.003673924,-0.156745,0.216066,0.189123,0.3275738,0.05200669,237.0,236.0,-0.9580603,210.3861,13.2351,-0.06733581,27.0,11.0,0.09456759,31.0,251.0,11934.046,5.642791,2114.919,15.4964,26.0,6328.1704,14.021329,451.3246,15.84819,26.0,8367.583,18.103388,462.2108,14.95542,1.231414,0.8927736,0.3517971,0.5409765,134.56935,-3.8165271,54.054028,40.34548,1.0088732,0.16303621,1.0019424,NGC_869,0.979
29100,4.583731e+17,34.595886,0.032519963,57.1824,0.052470993,0.43666625,0.061639346,7.084213,-0.6520359,0.09684919,-0.9442753,0.12339108,0.2968538,-0.05531781,-0.04457365,0.1016043,-0.38061,-0.003402148,0.3267409,0.2581507,-0.0110422,0.2928373,255.0,254.0,-0.47528,237.8963,7.055829,-0.0006573641,29.0,12.0,0.122924,30.0,263.0,6761.047,5.2694135,1283.074,16.11333,29.0,2910.5625,14.720325,197.7241,16.69145,27.0,5780.4946,19.023539,303.8601,15.35701,1.28546,1.334438,0.5781155,0.7563229,134.53517,-3.7176037,54.11366,40.43975,1.0029004,0.16332278,1.0015935,NGC_869,0.95
29102,4.5837272e+17,34.58796,0.035818182,57.132282,0.05555398,0.49880135,0.06712215,7.431248,-0.3044318,0.1061214,-1.065359,0.13602303,0.112136,0.08199548,-0.03838952,-0.07314959,-0.223249,-0.1671662,-0.02701226,0.2976789,0.2449523,0.2295366,228.0,228.0,-0.3226085,215.6036,5.517251,0.05956462,26.0,12.0,0.1317185,30.0,246.0,5354.247,3.6414173,1470.374,16.36662,23.0,2416.9949,14.401091,167.8342,16.8932,24.0,4447.0103,12.045609,369.181,15.64175,1.281974,1.251449,0.5265789,0.7248697,134.54768,-3.76633,54.08025,40.396355,0.99839747,0.16208811,1.0078996,NGC_869,0.806
29114,4.5841523e+17,35.86691,0.022200162,57.257336,0.028171018,0.3440643,0.03583977,9.60007,-0.55368567,0.07318516,-1.0652436,0.0792353,0.3878551,-0.08361669,-0.1008497,-0.1824691,-0.1307163,-0.2168593,-0.09413279,0.2222399,0.1931644,0.3959312,246.0,246.0,-3.56839,170.3106,22.1931,0.01568675,28.0,13.0,0.09283005,29.0,249.0,18927.094,7.526021,2514.887,14.99566,28.0,10031.596,15.563792,644.547,15.34796,29.0,13250.87,18.772429,705.8687,14.45631,1.230113,0.891654,0.3523073,0.5393467,135.15823,-3.4135659,54.972115,40.214256,0.92378783,1.1243352,0.3016544,NGC_884,0.956
29122,4.584757e+17,34.86359,0.056369677,57.41762,0.06986096,0.38292745,0.09524421,4.02048,-0.73779804,0.17554586,-0.9280228,0.17968804,0.3597189,-0.08848568,-0.1724983,-0.1070651,-0.1536148,-0.1617657,-0.05783945,0.4193715,0.2081776,0.326412,244.0,244.0,0.1522868,241.6727,2.606122,0.01511585,28.0,13.0,0.1876399,29.0,251.0,2778.3506,2.4004862,1157.412,17.0789,27.0,1036.2003,11.957989,86.65339,17.81278,24.0,2648.253,11.540907,229.4666,16.20452,1.32613,1.608257,0.733881,0.8743763,134.59357,-3.4477003,54.418457,40.589924,0.9795161,0.31078845,0.7885472,NGC_869,0.864
29132,4.583792e+17,34.621704,0.029432245,57.2406,0.039786506,0.39506873,0.046755407,8.449691,-0.6812032,0.086767204,-0.8862852,0.08676873,0.4227296,0.03705601,0.01621197,-0.006989587,-0.05079796,-0.0611031,0.06080343,0.2318875,0.2050769,0.2282961,247.0,247.0,-1.064369,218.7073,10.40142,0.007461933,28.0,13.0,0.09410816,32.0,260.0,9889.574,6.222978,1589.203,15.70042,27.0,4909.9917,17.964602,273.3148,16.12369,28.0,7577.4287,21.756649,348.281,15.06312,1.262685,1.060571,0.4232645,0.6373062,134.52911,-3.658054,54.163162,40.48627,1.0015348,0.1704807,0.9809645,NGC_869,0.985
29159,4.583792e+17,34.62673,0.015460908,57.248825,0.024065208,0.4195846,0.027464263,15.27748,-0.76989794,0.048022784,-0.9531072,0.073917896,0.2998252,0.06994837,-0.09757946,-0.1388456,-0.1455052,-0.1860105,-0.2789445,0.2488446,0.1072173,0.3846313,247.0,247.0,-4.352283,157.821,51.46422,0.07597691,28.0,12.0,0.08457863,31.0,258.0,42893.242,12.013884,3570.306,14.10739,28.0,23972.453,33.322403,719.4095,14.40211,27.0,28202.064,39.81468,708.3333,13.63622,1.216381,0.7658892,0.294714,0.4711752,134.52896,-3.6493933,54.171047,40.492523,0.9224519,0.17237672,0.97698206,NGC_869,0.988
29192,4.5837904e+17,34.60269,0.016976636,57.205093,0.022835085,0.3708526,0.03129979,11.84841,-0.85809773,0.050384168,-1.0916758,0.059305973,0.2309811,0.2038566,0.06309547,0.02247737,-0.1767529,-0.09992221,-0.05233026,0.4140653,0.2396175,0.3217976,243.0,242.0,3.166154,312.0295,143.147,-0.0139014,28.0,12.0,0.0616292,33.0,249.0,120259.2,35.098637,3426.321,12.98807,29.0,72865.94,110.336395,660.3981,13.19508,27.0,72529.914,97.42159,744.4952,12.61063,1.209021,0.5844498,0.2070074,0.3774424,134.53114,-3.694967,54.130863,40.45865,0.9276846,0.16610925,0.9963677,NGC_869,0.983
29197,4.5838197e+17,34.784508,0.034080546,57.382343,0.045458738,0.42297485,0.05841132,7.241316,-0.7529972,0.1053127,-1.2822684,0.11591703,0.3477788,-0.08787843,-0.2335736,-0.102716,-0.1941576,-0.1589885,-0.150754,0.3969045,0.1536839,0.354116,241.0,239.0,0.2102433,237.9031,7.405154,0.04316046,28.0,13.0,0.1234571,29.0,246.0,6605.705,3.5916462,1839.186,16.13857,27.0,3104.513,15.100661,205.5879,16.6214,24.0,5206.681,11.917609,436.8897,15.47052,1.258184,1.150887,0.4828377,0.6680498,134.56511,-3.4951668,54.34783,40.576393,1.0393085,0.25634298,0.8511605,NGC_869,0.88
29251,4.584169e+17,35.77749,0.02306577,57.345028,0.02682926,0.41698727,0.032602385,12.79008,-0.6297853,0.06309009,-1.0072782,0.06460446,0.5014918,0.006839447,-0.3300387,-0.2953947,-0.1170567,-0.3404157,-0.3369312,0.4151388,0.2794173,0.4580407,237.0,231.0,-2.764273,171.6222,30.99799,0.03728972,27.0,13.0,0.08300838,30.0,234.0,25707.059,8.005552,3211.153,14.66323,28.0,13639.956,24.575819,555.0153,15.01436,28.0,18016.365,18.852518,955.6477,14.12275,1.231425,0.8916035,0.3511209,0.5404825,135.08232,-3.3481493,54.963318,40.314148,0.9842207,1.0500915,0.28532696,NGC_884,0.95
29252,4.5837224e+17,34.587547,0.035829447,57.101994,0.05230553,0.3743138,0.06563759,5.702736,-0.625511,0.11035712,-1.0566965,0.1431097,0.2264526,0.004620529,-0.02043769,-0.1145439,-0.1193508,-0.1648555,0.0257177,0.2442143,0.2277365,0.1826502,255.0,255.0,1.513588,284.6675,5.184156,-0.009255075,29.0,12.0,0.136824,32.0,262.0,5320.366,4.314982,1232.998,16.37351,31.0,2190.416,12.637185,173.331,17.00007,29.0,4682.166,12.496656,374.6735,15.5858,1.29175,1.414269,0.6265602,0.7877092,134.5575,-3.7949936,54.06289,40.369102,1.075026,0.16457441,1.0085487,NGC_869,0.938
29274,4.5837276e+17,34.58772,0.015276647,57.154995,0.022471458,0.42677233,0.02798702,15.24894,-0.5566389,0.044576354,-1.1451862,0.0534744,0.2791325,0.08725432,-0.08328149,-0.03746344,-0.2124932,-0.1333711,-0.05720116,0.3321108,0.2009556,0.2912176,234.0,232.0,-4.013995,151.2553,87.67648,0.006499645,27.0,13.0,0.0621323,29.0,250.0,72386.1,24.134226,2999.313,13.53923,26.0,43109.523,67.666245,637.0905,13.76496,25.0,44421.17,60.510235,734.11,13.14295,1.20922,0.6220102,0.225728,0.3962822,134.54005,-3.744936,54.09292,40.416912,0.9026451,0.1644556,1.0085595,NGC_869,0.993
29286,4.5837904e+17,34.6029,0.0155921485,57.208576,0.020615594,0.41265622,0.027992731,14.74155,-0.72712696,0.04499616,-1.5386281,0.053086087,0.2245809,0.2039823,0.0260908,0.02714769,-0.1944218,-0.1049559,-0.09170278,0.4101927,0.2597811,0.320345,225.0,225.0,-2.622838,168.8821,124.2674,-0.007208462,26.0,12.0,0.06280053,28.0,231.0,103254.22,28.885874,3574.557,13.1536,27.0,64371.24,142.67159,451.1847,13.32966,25.0,60226.68,94.06768,640.2484,12.81245,1.20671,0.517211,0.1760626,0.3411484,134.5301,-3.6916409,54.13297,40.461746,0.821393,0.16756281,0.99644446,NGC_869,0.746
29298,4.5837224e+17,34.586575,0.023662196,57.10391,0.033624593,0.39686075,0.041822057,9.489269,-0.62138253,0.071711674,-1.1146226,0.08816367,0.261723,-0.03712356,-0.04404077,-0.07676345,-0.08574852,-0.1325097,0.1333687,0.2442907,0.2549314,0.1722986,264.0,263.0,-4.054313,175.9104,13.53816,-0.01115532,30.0,12.0,0.0902206,33.0,281.0,11875.858,5.5956073,2122.354,15.5017,30.0,6254.188,31.060432,201.3555,15.86096,31.0,8426.249,15.452893,545.2861,14.94783,1.236158,0.9131269,0.3592577,0.5538692,134.55637,-3.7933602,54.063343,40.37106,0.87441576,0.16523992,1.0094787,NGC_869,0.981
29299,4.583731e+17,34.593323,0.019645242,57.18303,0.030315995,0.40126032,0.036879286,10.88037,-0.62992823,0.058669068,-0.9750063,0.073973425,0.2183731,0.03096383,-0.0538069,-0.009007632,-0.267157,-0.09511223,0.1416275,0.299282,0.1330818,0.2719283,241.0,241.0,-0.594595,222.6744,25.19794,0.007147104,28.0,13.0,0.07903188,31.0,267.0,21820.098,8.4643755,2577.875,14.84122,29.0,12466.638,23.109816,539.452,15.11201,27.0,14067.233,25.125734,559.8735,14.3914,1.216029,0.7206163,0.2707911,0.4498253,134.53365,-3.7174702,54.112366,40.440914,1.0375998,0.16595002,1.0041884,NGC_869,0.991
29305,4.5840942e+17,35.9147,0.0214361,57.135677,0.028242286,0.42382202,0.034395453,12.32204,-0.62844855,0.06494807,-0.89822376,0.081693664,0.3815018,0.01285376,-0.1675616,-0.1436185,-0.1893767,-0.1852097,-0.1259256,0.2768474,0.1000198,0.4538036,276.0,274.0,-3.918268,187.443,18.66496,0.06252556,32.0,13.0,0.09339944,33.0,275.0,15692.137,5.456798,2875.704,15.19916,31.0,8447.649,19.87334,425.0744,15.53455,30.0,10901.701,18.824398,579.1261,14.66818,1.23306,0.8663645,0.3353882,0.5309763,135.22507,-3.5185502,54.935722,40.093025,0.89730626,1.1647232,0.31904536,NGC_884,0.974
29318,4.5841217e+17,35.885708,0.019610273,57.23267,0.025762364,0.4597306,0.032513518,14.13968,-0.62198955,0.06040273,-0.9481302,0.07004203,0.4118862,0.007046011,-0.1707308,-0.1552415,-0.1667223,-0.2061981,-0.1434927,0.3436924,0.146974,0.4553091,271.0,270.0,3.673908,358.0818,27.00119,0.05268959,31.0,13.0,0.08348586,32.0,275.0,31079.412,9.889197,3142.764,14.45718,28.0,15011.643,24.493782,612.8757,14.91032,31.0,23783.291,23.834595,997.8475,13.82124,1.248252,1.089077,0.4531336,0.6359434,135.1764,-3.4331365,54.970562,40.187603,1.389579,1.1404907,0.30922508,NGC_884,0.896
29324,4.58412e+17,35.893574,0.024691863,57.217754,0.030716494,0.47262785,0.039257225,12.03926,-0.3055934,0.07245512,-0.95531166,0.08547462,0.3982805,0.1331302,-0.1014107,-0.1494202,-0.1069065,-0.1944973,-0.1333858,0.3356203,0.1322216,0.4607641,279.0,269.0,13.36526,704.3068,280.5836,0.02388573,32.0,13.0,0.0625461,34.0,284.0,1716702.0,715.5631,2399.092,10.10163,32.0,1047159.5,928.47577,1127.826,10.30136,31.0,993954.3,1034.4841,960.8212,9.768504,1.188974,0.5328522,0.199728,0.3331242,135.18561,-3.445629,54.967384,40.172283,1.0187389,1.1470648,0.31185383,NGC_884,0.84
29356,4.584118e+17,35.90262,0.052510448,57.19735,0.07001195,0.40491468,0.084817424,4.773956,-0.32024336,0.16410568,-0.8438418,0.21550962,0.3695167,-0.1110892,-0.13825,-0.08097339,-0.2099262,-0.08992268,0.1422217,0.2143071,0.09157198,0.4333294,268.0,268.0,-0.3021538,255.4764,2.636876,0.05137267,31.0,13.0,0.2135497,33.0,275.0,2758.11,4.7730846,577.8464,17.08684,26.0,1129.4797,17.54013,64.39404,17.71919,27.0,2550.7805,11.714759,217.7408,16.24524,1.334341,1.473955,0.6323566,0.8415985,135.19734,-3.4630432,54.961937,40.15172,0.9659359,1.1546844,0.31520244,NGC_884,0.656
29371,4.583796e+17,34.635693,0.016828848,57.265694,0.023012886,0.40092444,0.031030897,12.92017,-0.85688967,0.051223673,-1.0862834,0.056980584,0.302106,0.06987348,-0.06128789,-0.01500187,-0.1294082,-0.09312145,-0.03954283,0.4252157,0.2362916,0.3011773,229.0,228.0,-5.129658,130.7959,63.87693,-0.009248472,26.0,13.0,0.06646867,30.0,247.0,52452.523,13.429963,3905.634,13.88895,28.0,30627.88,58.73039,521.4997,14.1361,27.0,33083.48,52.928967,625.0544,13.46289,1.214648,0.6732044,0.2471466,0.4260578,134.52795,-3.6318684,54.18635,40.505665,0.8536798,0.17870098,0.97039384,NGC_869,0.99
29379,4.5837138e+17,34.59059,0.045597576,57.076977,0.0621173,0.44459683,0.081061535,5.484683,-0.7804751,0.15064228,-1.2744094,0.15659137,0.1793127,-0.06801572,0.1352175,-0.1063168,-0.1004074,-0.1574334,0.1566228,0.07320028,0.3604875,0.06909808,262.0,261.0,-0.4700557,244.8627,3.29234,0.002051253,30.0,12.0,0.1474883,33.0,279.0,3357.9749,4.118911,815.2579,16.87317,23.0,1341.0457,10.811352,124.0405,17.53278,25.0,3001.3755,16.686722,179.8661,16.06862,1.293167,1.464161,0.6596069,0.804554,134.56734,-3.8180625,54.05074,40.345802,0.96489924,0.16747841,1.0063897,NGC_869,0.839
29403,4.5836503e+17,34.727585,0.02555907,56.901783,0.028930988,0.54230857,0.038894553,13.94305,-0.8058492,0.101859756,-1.2278781,0.08148223,0.2051194,-0.1908613,0.4588366,-0.1811766,-0.0250296,-0.2125415,0.02027683,-0.2034012,0.3080292,0.09495053,219.0,219.0,-1.520118,183.4646,28.24691,-0.01115119,25.0,11.0,0.1041705,29.0,238.0,23845.527,6.825708,3493.488,14.74485,24.0,12471.827,15.467459,806.3268,15.11156,23.0,16726.088,19.071594,877.0157,14.20343,1.224461,0.9081287,0.3667145,0.5414143,134.69609,-3.9586396,54.04068,40.15553,1.042258,0.2276565,0.8964826,NGC_869,0.752
29414,4.585674e+17,34.649803,0.025362305,57.283398,0.036559124,0.35271433,0.044869002,7.860981,-0.8382664,0.077183366,-0.847976,0.091465406,0.2934008,0.04657197,-0.03463997,-0.03121933,-0.1382899,-0.08542563,-0.02900902,0.277868,0.1734169,0.2614632,259.0,258.0,-1.924977,211.5299,11.51553,0.0364438,30.0,13.0,0.09520974,32.0,275.0,10166.642,5.386634,1887.383,15.67042,31.0,5048.81,21.786232,231.7431,16.09342,28.0,7631.673,12.738907,599.0838,15.05537,1.247264,1.038046,0.4229946,0.6150513,134.5293,-3.6126406,54.20543,40.518356,0.9646424,0.18461986,0.9591993,NGC_869,0.971
29442,4.5837228e+17,34.583614,0.024462001,57.117886,0.03312761,0.4284875,0.044821925,9.559775,-0.60217017,0.0732497,-0.5153138,0.08002355,0.2460835,0.1027242,0.005565797,-0.01964849,-0.2016365,-0.1351216,0.03415778,0.3861557,0.2208854,0.262275,256.0,255.0,0.0313269,250.0338,14.22195,-0.03819569,29.0,13.0,0.08592388,32.0,270.0,12716.598,5.5612426,2286.647,15.42744,28.0,6702.256,29.95274,223.761,15.78584,27.0,8978.227,16.39684,547.5583,14.87894,1.233072,0.9068918,0.3583965,0.5484953,134.55022,-3.7807002,54.069324,40.38437,1.0628811,0.16671367,1.0122443,NGC_869,0.715
29452,4.5839018e+17,35.836422,0.014669489,56.954197,0.01919018,0.4263768,0.023070667,18.48134,-0.76379067,0.047604192,-1.054169,0.05538198,0.3570121,-0.03413472,-0.05872479,-0.1942828,-0.2336285,-0.2352062,-0.1771724,0.1452242,0.1378639,0.4016364,254.0,254.0,-3.240843,182.9104,85.60255,0.01308917,29.0,13.0,0.07069548,30.0,261.0,69650.72,20.8923,3333.799,13.58105,28.0,41040.094,86.37502,475.1384,13.81837,28.0,43055.56,50.88421,846.1478,13.17685,1.207391,0.6415205,0.2373152,0.4042053,135.24847,-3.7034879,54.78555,39.946323,0.95588577,1.1002891,0.2950535,NGC_884,0.944
29509,4.585674e+17,34.658443,0.046673562,57.294228,0.069660835,0.39242658,0.08782033,4.468516,-0.71449894,0.14081137,-1.0423244,0.1514936,0.1544555,0.05043787,-0.07124314,0.03130043,-0.2047561,-0.0578551,0.01676105,0.3420504,0.2113854,0.1481483,230.0,229.0,0.4124122,232.1596,3.239843,0.01053734,26.0,12.0,0.1453094,30.0,239.0,3259.6782,3.139278,1038.353,16.90543,27.0,1282.4746,8.308127,154.3639,17.58127,28.0,2964.1772,13.823291,214.4335,16.08216,1.302783,1.499107,0.6758366,0.8232708,134.53012,-3.6008742,54.217106,40.526123,1.00143,0.18948278,0.9525433,NGC_869,0.923
29521,4.5837128e+17,34.5948,0.030965509,57.05725,0.04464141,0.4133911,0.058449313,7.072643,-0.76583546,0.0998445,-0.99863106,0.107295826,-0.06473533,0.05228296,0.274506,-0.1348851,-0.1865736,-0.2621036,0.1786269,0.05880949,0.45633,-0.03197104,201.0,199.0,-0.6798571,180.2785,11.40791,0.007635592,23.0,11.0,0.1042723,31.0,216.0,10288.646,6.16312,1669.389,15.65747,25.0,5226.5586,13.330533,392.0742,16.05585,21.0,7529.8574,15.431624,487.9498,15.06995,1.239854,0.9858961,0.3983793,0.5875168,134.57603,-3.835925,54.042336,40.327007,1.0154405,0.17070407,1.0033233,NGC_869,0.965
29533,4.583731e+17,34.59421,0.015786432,57.19475,0.02340641,0.4668493,0.03085361,15.13111,-0.6669125,0.048704993,-0.94915104,0.057540808,0.1945767,0.04018292,-0.09121892,-0.02745536,-0.2671451,-0.1330088,-0.05577243,0.3669269,0.2184474,0.277437,250.0,250.0,-3.675383,171.7886,55.8278,-0.01224541,29.0,13.0,0.06536929,32.0,264.0,46970.203,13.730134,3420.957,14.00881,25.0,28411.885,66.48146,427.3655,14.21764,24.0,28298.545,43.786125,646.2903,13.63251,1.20737,0.5851288,0.208828,0.3763008,134.53023,-3.706245,54.119564,40.45129,0.89034265,0.16935672,1.004049,NGC_869,0.989
29544,4.5840842e+17,35.902805,0.019377688,57.050377,0.025837924,0.3908063,0.031735905,12.31433,-0.5833134,0.05985881,-1.0326592,0.07462419,0.3363445,-0.0103406,-0.1704041,-0.1441984,-0.292715,-0.2100721,-0.1744293,0.2745871,0.09348596,0.4524974,279.0,278.0,-3.245195,203.4264,23.13122,0.04168911,32.0,13.0,0.08716718,33.0,280.0,19027.19,5.6097765,3391.791,14.98993,31.0,10497.05,22.527325,465.9696,15.29872,32.0,12702.597,18.170908,699.0623,14.50219,1.219289,0.7965317,0.3087912,0.4877405,135.24884,-3.6007397,54.881157,40.018368,0.93145007,1.1554378,0.31591168,NGC_884,0.982
29579,4.5837296e+17,34.585403,0.021427743,57.163498,0.035706013,0.41991237,0.03867527,10.85739,-0.76565546,0.063633926,-1.3030527,0.08609986,0.4479147,0.002804803,0.06560145,0.1725736,-0.1947767,0.09064023,0.3923252,0.2323586,0.01370151,0.382482,231.0,230.0,-1.232433,199.2403,27.17208,0.02813163,27.0,11.0,0.09376212,30.0,246.0,23655.875,8.4245405,2807.972,14.75352,27.0,13600.492,25.459356,534.2041,15.0175,28.0,15148.936,22.363543,677.3943,14.31096,1.215319,0.7065372,0.2639837,0.4425535,134.53604,-3.737322,54.096237,40.425133,1.0070872,0.1683114,1.0111635,NGC_869,0.925
29596,4.584158e+17,35.846973,0.026857326,57.289352,0.033550423,0.32512578,0.04253388,7.643925,-0.50621015,0.08573168,-1.033933,0.084910884,0.3915179,-0.03072776,-0.1585391,-0.2012355,-0.1365622,-0.2475462,-0.2562103,0.3166171,0.2550214,0.3925846,255.0,255.0,-0.2842638,243.0426,12.87519,0.01999393,29.0,13.0,0.1011826,32.0,258.0,11280.125,4.8674264,2317.472,15.55758,28.0,5399.1387,12.783262,422.36,16.02058,32.0,8753.166,9.059685,966.1667,14.90651,1.254623,1.114069,0.4629955,0.6510735,135.13695,-3.3873088,54.977028,40.24783,1.0528334,1.1087276,0.30013782,NGC_884,0.919
29627,4.5837272e+17,34.58226,0.023989888,57.146152,0.035476286,0.31638548,0.042925987,7.370488,-0.66659874,0.06867152,-1.132184,0.08671608,0.2853299,0.1129614,-0.08497197,-0.04767762,-0.1948124,-0.1318247,-0.07303514,0.3117462,0.1734015,0.3092836,233.0,228.0,5.584795,362.0372,334.6681,0.008190273,27.0,13.0,0.05797462,30.0,251.0,255754.2,178.89194,1429.658,12.16881,30.0,164542.06,506.68146,324.7446,12.3107,30.0,144664.44,232.14252,623.1708,11.86102,1.208999,0.4496803,0.1418867,0.3077936,134.54018,-3.7542586,54.084415,40.410206,0.9327145,0.16868377,1.0137941,NGC_869,0.846
29712,4.5841663e+17,35.82768,0.04481044,57.31019,0.055399854,0.29647797,0.074607044,3.97386,-0.3632588,0.13678192,-0.95710856,0.13997577,0.374766,0.041941,-0.129522,-0.1377665,-0.1061445,-0.1961652,-0.1676268,0.4090662,0.2787691,0.38688,264.0,263.0,1.634045,296.1953,3.963164,0.02913431,30.0,13.0,0.1525821,32.0,268.0,3997.9575,2.6782136,1492.77,16.68377,28.0,1631.3389,8.854137,184.246,17.32003,29.0,3587.3965,11.759135,305.0732,15.87497,1.30535,1.445057,0.6362572,0.8087997,135.11989,-3.3714025,54.97619,40.27112,1.0657401,1.0929163,0.2967292,NGC_884,0.663
29873,4.5846817e+17,35.526833,0.016132487,57.457382,0.020217244,0.3568289,0.027726838,12.86944,-0.59251124,0.05028622,-1.0616637,0.0501161,0.357089,-0.08973529,-0.2522727,-0.2082099,-0.1406417,-0.2515625,-0.189308,0.4588389,0.2972524,0.3797638,276.0,275.0,-3.939832,187.8809,55.9175,-0.007105966,31.0,12.0,0.06562502,32.0,284.0,46365.395,12.009293,3860.793,14.02288,31.0,24919.088,56.662697,439.7794,14.36006,31.0,31959.596,38.01206,840.7752,13.50042,1.226749,0.8596411,0.3371773,0.5224638,134.9165,-3.2893455,54.865376,40.473194,0.99175894,0.8436484,0.33946848,NGC_884,0.767
29893,4.5837918e+17,34.612804,0.020578519,57.242016,0.026815075,0.34999785,0.038447764,9.103205,-0.5934084,0.0678534,-1.0039008,0.06844255,0.3027144,-0.1885442,-0.2060144,-0.05928595,-0.1543728,-0.1112824,-0.02472054,0.4533054,0.1577941,0.2284666,250.0,249.0,-0.2325396,238.2423,27.4558,-0.06288782,30.0,13.0,0.07731999,32.0,265.0,24070.707,8.295536,2901.646,14.73464,30.0,13572.682,27.445166,494.5381,15.01972,26.0,15888.852,28.797075,551.7523,14.25919,1.223958,0.7605352,0.28508,0.4754553,134.5241,-3.6583078,54.158253,40.48962,1.0744227,0.17817545,0.9899694,NGC_869,0.962
29909,4.5837128e+17,34.591644,0.020321583,57.05383,0.030392325,0.39275947,0.03848665,10.20508,-0.68428135,0.068089165,-1.0616122,0.08252454,0.1810108,-0.01437412,0.1030232,-0.1076082,-0.1516318,-0.1515397,0.003023846,0.1061623,0.2630281,0.1436369,246.0,244.0,8.330716,470.2735,180.3424,-0.0447196,28.0,12.0,0.06208441,31.0,239.0,145544.66,55.21822,2635.809,12.78088,28.0,89785.195,193.91,463.0251,12.96838,27.0,85851.65,120.23079,714.0571,12.42755,1.206756,0.5408278,0.187501,0.3533268,134.57555,-3.8397212,54.038372,40.324654,1.0614231,0.17500676,1.0067081,NGC_869,0.973
