,source_id,ra,ra_error,dec,dec_error,parallax,parallax_error,parallax_over_error,pmra,pmra_error,pmdec,pmdec_error,ra_dec_corr,ra_parallax_corr,ra_pmra_corr,ra_pmdec_corr,dec_parallax_corr,dec_pmra_corr,dec_pmdec_corr,parallax_pmra_corr,parallax_pmdec_corr,pmra_pmdec_corr,astrometric_n_obs_al,astrometric_n_good_obs_al,astrometric_gof_al,astrometric_chi2_al,astrometric_weight_al,mean_varpi_factor_al,astrometric_matched_observations,visibility_periods_used,astrometric_sigma5d_max,matched_observations,phot_g_n_obs,phot_g_mean_flux,phot_g_mean_flux_error,phot_g_mean_flux_over_error,phot_g_mean_mag,phot_bp_n_obs,phot_bp_mean_flux,phot_bp_mean_flux_error,phot_bp_mean_flux_over_error,phot_bp_mean_mag,phot_rp_n_obs,phot_rp_mean_flux,phot_rp_mean_flux_error,phot_rp_mean_flux_over_error,phot_rp_mean_mag,phot_bp_rp_excess_factor,bp_rp,bp_g,g_rp,l,b,Ecl_Lon,Ecl_Lat,ruwe,dist_869_center,dist_884_center,Cluster,PMemb
5388,4.5840533e+17,35.47843,0.022986222,57.03697,0.03461068,0.34120208,0.03805785,8.965355,-0.5444764,0.06308551,-0.9476262,0.082838066,0.4676564,0.2077169,-0.08511484,-0.1148257,0.02783789,-0.1217203,-0.2140444,0.3004498,0.1110767,0.4056931,235.0,235.0,-3.398322,164.0094,21.01506,0.1270451,27.0,12.0,0.09086699,29.0,245.0,17946.516,6.918534,2593.977,15.05342,28.0,10022.5625,25.117529,399.0266,15.34894,29.0,11830.835,20.008059,591.3035,14.57938,1.217696,0.7695589,0.2955256,0.4740334,135.03645,-3.6932049,54.600315,40.10366,0.9001921,0.73413724,0.14674066,NGC_884,0.88
5465,4.584552e+17,35.512024,0.023955982,57.18293,0.029392542,0.4255335,0.037546776,11.33342,-0.64804405,0.07553357,-1.1326478,0.07643952,0.3119939,0.07864676,-0.06115476,-0.1442253,-0.2299428,-0.2474846,-0.3047349,0.3072463,0.2766767,0.41161,248.0,246.0,-0.8942598,221.2649,17.64677,0.01482148,28.0,13.0,0.09281219,29.0,242.0,14770.896,6.87154,2149.576,15.26485,23.0,7158.1157,28.779768,248.7204,15.71439,23.0,11424.917,42.7967,266.9579,14.61729,1.258084,1.097104,0.449543,0.6475611,135.00342,-3.5498476,54.70288,40.228138,1.0494227,0.76397735,0.10188174,NGC_884,0.969
5478,4.5835798e+17,35.323044,0.013952965,56.97654,0.018679626,0.37356412,0.02243575,16.65039,-0.86969817,0.043288887,-0.9639124,0.04651738,0.3779195,0.05641499,-0.05916469,-0.136233,-0.1264307,-0.1729492,-0.2655398,0.2822771,0.1580979,0.3513401,264.0,264.0,-1.437599,227.0281,107.2964,0.00409089,30.0,13.0,0.06090849,31.0,272.0,89032.92,21.717497,4099.594,13.31449,26.0,53582.66,90.25011,593.713,13.52883,25.0,54119.348,131.27615,412.2557,12.92854,1.209687,0.6002893,0.2143383,0.385951,134.97746,-3.7789187,54.466652,40.084793,1.0124738,0.5928074,0.31057107,NGC_884,0.701
5501,4.5836176e+17,35.00873,0.014916774,57.04416,0.022195574,0.39185426,0.0263803,14.85405,-0.796913,0.04953241,-1.2654272,0.06638485,0.319512,0.01999749,0.04292653,-0.07048808,-0.06320623,-0.07556947,-0.201434,0.1846657,-0.004156273,0.2873796,248.0,246.0,-2.50994,189.4203,75.46949,-0.001441205,28.0,12.0,0.07620952,31.0,265.0,62951.504,17.833124,3530.032,13.69085,28.0,37212.56,47.65932,780.8033,13.92466,28.0,38971.98,46.046284,846.3654,13.28504,1.21021,0.6396255,0.2338142,0.4058113,134.79314,-3.773229,54.301662,40.218796,0.9818282,0.27207786,0.5926427,NGC_869,0.989
5513,4.5845945e+17,35.29399,0.032011945,57.27733,0.042981975,0.46169284,0.05348195,8.632685,-0.3542287,0.09600398,-0.99406135,0.10294298,0.2962736,0.009872551,-0.07876631,-0.02985306,-0.3101822,-0.1147256,-0.02005129,0.2655019,0.1728496,0.3474945,280.0,278.0,1.338656,304.7718,6.854852,0.03818896,32.0,13.0,0.1110528,34.0,293.0,6623.272,3.5202801,1881.462,16.13568,34.0,3071.4878,8.005394,383.6773,16.63302,32.0,5243.485,7.4854264,700.4924,15.46287,1.255418,1.170147,0.4973316,0.6728153,134.85997,-3.5014791,54.615444,40.363747,1.089051,0.5640258,0.33810326,NGC_884,0.546
5517,4.5840777e+17,35.533764,0.041234605,57.13382,0.05232807,0.45910245,0.06170249,7.440582,-0.5406563,0.114826865,-0.9358082,0.13415393,0.4271997,0.05802178,-0.2920813,-0.2818319,-0.2085138,-0.3558097,-0.3641946,0.3597011,0.2416266,0.4829754,239.0,238.0,-2.378839,184.7564,5.756169,0.05790719,27.0,12.0,0.1471574,32.0,255.0,5273.3486,4.045175,1303.615,16.38315,24.0,2395.7395,9.590572,249.8015,16.90279,26.0,4470.354,7.7741,575.0317,15.63607,1.302037,1.266725,0.51964,0.7470846,135.03142,-3.5919175,54.68961,40.178658,0.9029564,0.7837832,0.06269286,NGC_884,0.859
5547,4.5845474e+17,35.526012,0.026392724,57.163307,0.033395253,0.3828372,0.042095665,9.094457,-0.55183285,0.07787946,-1.167049,0.08725033,0.2925099,-0.1068642,-0.3119941,-0.2441103,-0.1764977,-0.2799053,-0.3173997,0.4403242,0.2927551,0.3678885,219.0,217.0,-0.8267241,194.7975,16.13391,0.02134735,25.0,12.0,0.09898483,30.0,218.0,13585.312,8.520131,1594.496,15.35569,27.0,6444.045,20.068577,321.1012,15.82849,26.0,10741.221,17.866135,601.2056,14.68429,1.264989,1.144206,0.4728003,0.6714058,135.0173,-3.565668,54.700985,40.20715,1.0415629,0.7767997,0.079639465,NGC_884,0.968
5548,4.5835747e+17,35.168682,0.018367555,56.976894,0.025301857,0.40204793,0.029519381,13.6198,-0.50832856,0.059648946,-1.077235,0.06983099,0.3072521,-0.04348124,-0.07351176,-0.2326836,-0.08918586,-0.2107525,-0.4189731,0.2687186,0.1410388,0.1992174,266.0,265.0,4.039092,362.577,165.5786,-0.06664516,30.0,12.0,0.06110074,31.0,265.0,131297.42,45.2392,2902.293,12.89272,30.0,82583.79,174.91211,472.1445,13.05915,30.0,75525.984,87.83373,859.8745,12.56668,1.204211,0.4924726,0.1664267,0.326046,134.89806,-3.8071618,54.36728,40.120842,0.89847493,0.44522858,0.45209914,NGC_869,0.844
5551,4.5836197e+17,34.984417,0.015505051,57.0694,0.025147602,0.37590712,0.027928174,13.45978,-0.6832267,0.04661302,-1.0590391,0.07159705,0.3026773,0.07827955,-0.06621159,-0.07716833,-0.07496958,-0.08932037,-0.2513464,0.2623853,0.0295459,0.2688294,241.0,240.0,-3.683227,163.3286,54.2643,0.05192768,27.0,12.0,0.0797905,29.0,258.0,44624.617,11.923542,3742.564,14.06443,27.0,25613.17,51.69336,495.4828,14.33023,28.0,28522.822,43.696404,652.7499,13.62394,1.213142,0.7062912,0.2658005,0.4404907,134.77216,-3.7539015,54.30011,40.247265,0.9331327,0.24171154,0.61393917,NGC_869,0.973
5555,4.584076e+17,35.53485,0.060476374,57.120922,0.06763519,0.41893455,0.10212091,4.102339,-0.6847036,0.22865257,-0.95194757,0.16555378,0.3748265,-0.08057532,-0.06190745,-0.1757133,-0.2866304,-0.2993846,-0.2734788,0.4516759,0.3626097,0.4481427,220.0,210.0,-0.4928683,194.5368,3.120191,-0.09969974,24.0,11.0,0.226677,29.0,215.0,3219.6768,4.45001,723.5212,16.91883,15.0,1618.4176,34.42507,47.01276,17.32866,18.0,3030.8975,57.3101,52.88592,16.05799,1.444032,1.27067,0.4098263,0.8608437,135.03642,-3.6038241,54.68316,40.166725,0.9665432,0.784885,0.061119527,NGC_884,0.791
5565,4.58358e+17,35.30149,0.019977815,56.97266,0.026017975,0.33740303,0.032101154,10.51062,-0.6292236,0.06261577,-1.119376,0.06243785,0.3483172,0.05449389,-0.0369871,-0.1270251,-0.1189816,-0.163661,-0.2630474,0.2879508,0.2134982,0.2989857,267.0,266.0,-1.816756,221.0562,23.96581,-0.007626795,30.0,13.0,0.07562979,31.0,266.0,20719.45,6.910386,2998.306,14.89742,28.0,11513.091,29.449131,390.9484,15.19841,29.0,13651.795,25.03728,545.2587,14.42395,1.214554,0.7744627,0.3009882,0.4734745,134.96773,-3.7865674,54.4506,40.086266,0.9937209,0.5730405,0.33142942,NGC_884,0.641
5566,4.5831153e+17,35.4147,0.02087229,56.99861,0.027468858,0.44062012,0.03043273,14.47849,-0.33992437,0.06110699,-0.8003551,0.06641107,0.472751,0.0876784,-0.1326381,-0.2566665,-0.02794862,-0.2536924,-0.3834916,0.2614115,0.1390323,0.3717566,248.0,247.0,-1.715426,205.5898,27.54418,0.02221748,28.0,13.0,0.08114767,30.0,258.0,23461.19,8.239234,2847.496,14.76249,27.0,13762.533,31.175545,441.4529,15.00464,28.0,14661.516,28.232283,519.3174,14.34647,1.211535,0.6581697,0.2421522,0.4160175,135.01695,-3.7411232,54.537994,40.083614,0.9717999,0.67724013,0.22087036,NGC_884,0.756
5569,4.5840756e+17,35.53103,0.019120926,57.09812,0.022057198,0.4441729,0.028758574,15.44489,-0.76932657,0.05201604,-1.2013468,0.055636264,0.4515808,0.182946,-0.1294207,-0.2216472,-0.1057912,-0.2926712,-0.3201476,0.4407561,0.2519398,0.4545916,248.0,247.0,-1.546661,208.9382,51.28722,-0.000106894,28.0,12.0,0.07154115,35.0,260.0,42078.406,11.645716,3613.209,14.12822,26.0,25655.531,52.690384,486.9111,14.32844,23.0,25057.297,42.062336,595.7181,13.76458,1.205198,0.5638514,0.2002182,0.3636332,135.04231,-3.6259487,54.668064,40.14695,0.97747445,0.7816142,0.07015701,NGC_884,0.979
5573,4.5847017e+17,35.09617,0.028373249,57.25572,0.040034357,0.38458684,0.049362097,7.791137,-0.85980636,0.08544736,-1.0006567,0.104184076,0.3335274,0.05278955,-0.08370736,-0.06483329,-0.2086021,-0.1277491,-0.07950366,0.3027265,0.0643189,0.3686092,261.0,261.0,-1.842162,215.9424,9.412756,0.03962427,30.0,13.0,0.1094833,32.0,268.0,8422.273,4.12792,2040.319,15.87479,30.0,4051.137,11.738767,345.1075,16.33245,29.0,6448.9873,12.046605,535.3365,15.23819,1.246709,1.094254,0.457653,0.6366005,134.76648,-3.5580568,54.476353,40.38985,0.95931107,0.3688645,0.5164796,NGC_869,0.887
5580,4.5840767e+17,35.535706,0.027827552,57.12455,0.03305794,0.32259583,0.043306597,7.449116,-0.85351723,0.09145115,-1.2290044,0.08186516,0.3937331,-0.02820887,-0.1273044,-0.2372834,-0.1746734,-0.3041327,-0.3095583,0.336647,0.2860654,0.3907164,253.0,246.0,8.138749,466.4434,196.6416,-0.02031469,29.0,13.0,0.06569456,31.0,270.0,4393688.5,2073.2366,2119.241,9.081292,30.0,2780959.8,4946.7344,562.1809,9.240901,31.0,2393141.2,4996.616,478.9524,8.814499,1.177621,0.4264021,0.1596088,0.2667933,135.0356,-3.60026,54.68572,40.169815,0.8230573,0.7857151,0.060129013,NGC_884,0.923
5581,4.5835767e+17,35.157528,0.01895234,56.97827,0.025347253,0.3987204,0.030107073,13.24341,-0.65514284,0.0611022,-1.2838227,0.07030169,0.2713117,-0.04038585,-0.06614023,-0.2228378,-0.1278276,-0.2083713,-0.4238082,0.2837282,0.189156,0.1705105,250.0,244.0,3.475573,322.51,158.858,-0.0687427,28.0,12.0,0.06271689,30.0,249.0,128097.516,45.616196,2808.158,12.91951,29.0,81733.81,189.61882,431.0427,13.07038,29.0,72640.766,85.620094,848.4079,12.60897,1.205133,0.4614153,0.1508703,0.310545,134.89185,-3.807923,54.36085,40.124676,0.86901575,0.4342788,0.46221343,NGC_869,0.864
5594,4.584594e+17,35.33298,0.035957314,57.27369,0.049054436,0.41379073,0.06093181,6.791047,-0.6627508,0.108076915,-1.1602597,0.118442,0.263424,-0.007623992,-0.1021358,-0.008154447,-0.2982649,-0.08899987,-0.05024204,0.2848836,0.1421869,0.2918114,275.0,275.0,2.185513,323.2853,5.19447,0.02500115,31.0,13.0,0.1221807,36.0,296.0,4890.9707,3.1571357,1549.18,16.46488,31.0,2032.7457,14.287643,142.273,17.08118,28.0,4257.463,13.213651,322.2019,15.68904,1.286086,1.392138,0.6163025,0.775835,134.88107,-3.4977236,54.638435,40.351475,1.100639,0.600828,0.30199435,NGC_884,0.7
5602,4.584076e+17,35.535755,0.038589768,57.115993,0.05318039,0.5778158,0.06732464,8.582531,-0.32049337,0.112301916,-0.95729744,0.2512606,0.3404714,0.09529665,-0.3159989,-0.1738099,-0.2600392,-0.201052,-0.1794106,0.02463534,-0.3808001,0.5706838,132.0,132.0,-1.18083,108.4936,13.80856,0.04284423,16.0,10.0,0.2426815,26.0,137.0,11871.536,7.8894696,1504.732,15.5021,8.0,6504.452,25.654428,253.5411,15.81836,8.0,8323.78,36.319996,229.179,14.96112,1.249058,0.8572426,0.3162632,0.5409794,135.03857,-3.6082826,54.68101,40.162052,0.9726877,0.7858519,0.060749747,NGC_884,0.529
5611,4.5836214e+17,34.969494,0.037664436,57.09385,0.057271212,0.56378263,0.06949767,8.112252,-0.45766327,0.11751721,-0.95841956,0.15584542,0.2792352,-0.02787988,-0.06786683,0.01695163,-0.1705697,-0.02997902,-0.04334339,0.2899975,0.03304532,0.2334692,235.0,235.0,6.829228,408.784,5.123699,0.03354428,27.0,12.0,0.1487439,30.0,252.0,7812.9775,5.7193418,1366.062,15.95632,27.0,3688.193,13.275673,277.8159,16.43435,29.0,6174.361,11.726842,526.5152,15.28544,1.26233,1.148914,0.4780302,0.6708841,134.75627,-3.7335942,54.304184,40.27284,1.3866554,0.22218622,0.62711346,NGC_869,0.625
5614,4.583609e+17,35.038815,0.015850363,57.020077,0.021706128,0.4143946,0.029322557,14.13228,-0.80932444,0.055058226,-1.2508129,0.06674738,0.3211505,-0.04593895,0.00934889,-0.09155032,-0.1105157,-0.1187707,-0.1967381,0.3246713,-0.01996256,0.2661477,242.0,240.0,-3.112726,173.2264,78.39464,-0.07327288,28.0,12.0,0.07547442,30.0,256.0,65558.69,15.978916,4102.824,13.64679,28.0,39142.17,63.670284,614.7635,13.86978,27.0,40056.977,75.41687,531.1408,13.25522,1.208065,0.6145515,0.2229853,0.3915663,134.81671,-3.7903984,54.3076,40.190033,0.9417682,0.30843726,0.5668141,NGC_869,0.982
5649,4.5845474e+17,35.525276,0.017254202,57.169846,0.022427768,0.36391437,0.026951008,13.50281,-0.7087849,0.04835029,-1.174945,0.056640703,0.3491728,0.06408349,-0.2398131,-0.2210058,-0.1827897,-0.3065965,-0.3088413,0.3522883,0.3154399,0.4287153,244.0,238.0,4.467881,342.5057,105.2801,0.07286894,28.0,13.0,0.06440803,31.0,245.0,118074.12,39.975018,2953.698,13.00798,29.0,70812.06,190.00317,372.6888,13.22612,26.0,72043.17,68.582794,1050.455,12.61794,1.209878,0.608182,0.2181406,0.3900414,135.01468,-3.5596676,54.704136,40.21324,1.0063802,0.7763866,0.08360323,NGC_884,0.979
5653,4.5837626e+17,35.00622,0.04525589,57.20787,0.06204469,0.50360155,0.07595145,6.630572,-0.57890475,0.13322817,-1.235551,0.15226959,0.3155878,0.02329776,-0.1188924,-0.0411518,-0.2088379,-0.1107248,-0.08067957,0.3186535,0.1495382,0.3210185,265.0,263.0,2.093791,307.7938,3.395607,0.06585588,30.0,13.0,0.1533441,31.0,267.0,3544.4973,2.9082844,1218.759,16.81448,26.0,1421.0802,11.686697,121.5981,17.46984,28.0,3139.1006,9.111327,344.5273,16.01991,1.286552,1.449934,0.6553612,0.7945728,134.7367,-3.6195078,54.391727,40.3674,1.0809505,0.26828113,0.5954085,NGC_869,0.921
5659,4.5835812e+17,35.267494,0.017540054,56.969166,0.02401745,0.44785222,0.027855098,16.07793,-0.7124205,0.05389293,-1.0827141,0.05966965,0.3128656,0.009505641,-0.1159936,-0.1784248,-0.06836487,-0.1560796,-0.3960411,0.2833047,0.204847,0.1767238,220.0,220.0,-1.050786,193.3165,53.59424,-0.04413688,25.0,12.0,0.06925402,26.0,226.0,44679.793,13.882208,3218.493,14.06309,25.0,26326.041,43.853676,600.3155,14.30042,25.0,27650.254,35.823505,771.8467,13.65767,1.208069,0.6427526,0.2373371,0.4054155,134.95145,-3.7961588,54.426727,40.090965,1.0341306,0.5414188,0.3634432,NGC_884,0.732
5704,4.5836166e+17,35.00978,0.024382222,57.03818,0.03234616,0.44087377,0.042665575,10.33324,-0.56394017,0.081294835,-0.7532458,0.09468765,0.3131417,-0.1834669,-0.1580452,-0.06267343,-0.1703254,-0.1067628,-0.1574055,0.3169757,0.027593,0.2622504,221.0,219.0,-1.771141,178.8178,19.4161,-0.03825744,25.0,12.0,0.09974581,27.0,236.0,16756.188,6.1788507,2711.862,15.12793,26.0,7250.61,34.73266,208.7548,15.70045,26.0,14437.142,25.829117,558.9483,14.36322,1.294313,1.337234,0.5725241,0.7647104,134.7957,-3.778669,54.298996,40.213146,1.0148215,0.27497867,0.59244937,NGC_869,0.757
5737,4.5845474e+17,35.52963,0.019554697,57.16624,0.026587486,0.42126164,0.03328588,12.65587,-0.6903622,0.055317763,-1.2061245,0.07314631,0.2138713,0.01048402,-0.1723724,-0.2306599,-0.1925308,-0.3161941,-0.2399194,0.2433667,0.4530542,0.2704648,218.0,216.0,-3.609303,144.682,34.62358,0.0565369,25.0,12.0,0.08096685,28.0,218.0,28259.312,9.008146,3137.084,14.56046,23.0,16407.943,41.992916,390.7312,14.81375,24.0,17885.52,39.302624,455.0719,14.13067,1.213528,0.6830873,0.2532911,0.4297962,135.01814,-3.5622418,54.704937,40.208973,0.8894224,0.780551,0.07799756,NGC_884,0.985
5743,4.584552e+17,35.52055,0.03170515,57.18154,0.037314057,0.44415596,0.052051872,8.532948,-0.5551112,0.119732,-0.9984501,0.096673094,0.3355704,-0.1820223,-0.1612344,-0.2136691,-0.318652,-0.2881662,-0.349355,0.3473737,0.35863,0.4250861,221.0,220.0,-2.693688,163.2846,11.38158,-0.04141552,25.0,11.0,0.1283653,29.0,237.0,9760.927,4.7568884,2051.956,15.71464,25.0,5090.4873,27.55543,184.7363,16.08449,22.0,7071.709,18.568598,380.8424,15.13811,1.246008,0.9463806,0.3698521,0.5765285,135.00824,-3.5495632,54.707592,40.22492,0.91190475,0.77238476,0.094150685,NGC_884,0.97
5769,4.584588e+17,35.165493,0.013734849,57.275997,0.019848801,0.38526967,0.023398718,16.46542,-0.82892233,0.041251343,-1.3779525,0.053917807,0.3706578,0.09592727,-0.06678977,-0.07497,-0.1323392,-0.1132348,-0.132581,0.2663476,0.05395859,0.4030995,264.0,264.0,-4.910975,162.0474,93.67087,0.06544579,30.0,13.0,0.06623711,32.0,282.0,74626.41,18.205465,4099.121,13.50613,29.0,45188.348,85.05861,531.2614,13.71382,27.0,44805.625,40.030037,1119.3,13.13359,1.205927,0.5802336,0.2076883,0.3725452,134.79497,-3.526304,54.532227,40.392174,0.85516113,0.44095236,0.45606238,NGC_869,0.793
5776,4.5845886e+17,35.195232,0.018821394,57.280025,0.02523122,0.43137538,0.031143544,13.8512,-0.80101097,0.056102652,-1.3479415,0.068170995,0.3962646,0.1151559,-0.026661,-0.06226112,-0.1129905,-0.1028268,-0.09728667,0.3145463,0.06672961,0.4032699,261.0,252.0,-2.44132,196.0433,32.55747,0.03609322,30.0,13.0,0.07913448,32.0,270.0,26870.613,7.821187,3435.618,14.61517,27.0,14798.172,39.74904,372.2901,14.92587,28.0,18018.705,29.57992,609.1533,14.12261,1.221292,0.803257,0.3106966,0.4925604,134.80875,-3.51707,54.55357,40.38895,0.9880832,0.4703636,0.42955112,NGC_869,0.757
5778,4.5836214e+17,34.96615,0.027179072,57.091034,0.041842442,0.387867,0.05315267,7.297225,-0.91345793,0.08487208,-1.0476834,0.118668295,0.2157556,-0.02443706,-0.109117,-0.07836939,-0.1506995,-0.1242787,-0.1049057,0.3328107,0.133676,0.1579099,212.0,212.0,-2.425805,160.897,12.05408,-0.02419193,24.0,11.0,0.1150486,27.0,230.0,10346.981,5.4835744,1886.905,15.65133,24.0,5063.465,13.865531,365.1836,16.09027,27.0,7798.13,17.85379,436.7773,15.03194,1.243029,1.058325,0.4389372,0.6193876,134.75551,-3.7368586,54.300453,40.27107,0.93245506,0.21934462,0.6305987,NGC_869,0.96
5813,4.584076e+17,35.53996,0.03366963,57.10922,0.042222444,0.42382327,0.04419336,9.590202,-0.5638125,0.08317004,-1.2238296,0.10713724,0.294768,0.06394161,-0.4000981,-0.1978901,-0.2875477,-0.2881601,-0.4017394,0.3341222,0.2257559,0.4513544,150.0,150.0,4.112473,226.0155,206.172,0.1642059,17.0,12.0,0.07813047,30.0,169.0,149588.33,48.201984,3103.364,12.75112,23.0,94861.08,310.32968,305.6784,12.90867,20.0,84853.2,119.20908,711.8015,12.44025,1.201392,0.4684181,0.157546,0.3108721,135.04306,-3.613863,54.67996,40.15495,0.9136782,0.7901912,0.058058914,NGC_884,0.943
5831,4.583755e+17,34.96229,0.016843358,57.15197,0.026114687,0.39947158,0.029958157,13.33432,-0.68579,0.049357858,-1.0874097,0.06908091,0.2942379,0.1009467,-0.1236027,-0.0746469,-0.1366582,-0.1151419,-0.3177291,0.3323744,0.01443435,0.306093,229.0,229.0,-5.91223,120.2772,50.56915,0.0401312,26.0,12.0,0.0772506,28.0,244.0,40626.727,8.975888,4526.207,14.16634,26.0,21393.648,26.280416,814.0529,14.52568,25.0,28520.04,31.480171,905.9684,13.62404,1.228592,0.9016314,0.3593397,0.5422916,134.73303,-3.6801586,54.33212,40.327053,0.8710843,0.21360181,0.6341171,NGC_869,0.98
5833,4.5847013e+17,35.117165,0.039204057,57.266167,0.053922214,0.50322986,0.06389034,7.876462,-0.60224617,0.11385284,-1.1152195,0.13107845,0.3987772,0.01716008,-0.1069163,-0.03356585,-0.1641846,-0.09000392,-0.02294652,0.3028574,0.08453649,0.3509288,255.0,250.0,0.9170512,265.1622,5.157003,0.06717079,29.0,13.0,0.1347484,32.0,259.0,4810.842,3.496924,1375.735,16.48281,27.0,2017.6038,13.381559,150.7749,17.0893,28.0,4143.705,13.379338,309.7093,15.71845,1.280713,1.370851,0.6064854,0.7643652,134.77365,-3.5443895,54.495693,40.394444,1.0467737,0.39218396,0.4990506,NGC_869,0.877
5848,4.5836204e+17,34.97121,0.060817983,57.07785,0.08540995,0.6043792,0.10338171,5.846094,-0.44479933,0.17956994,-0.84213465,0.21790145,0.3295974,0.008359812,-0.06939048,-0.03439268,-0.1045615,-0.07827602,-0.01232106,0.3067851,0.09782925,0.2126347,250.0,249.0,9.698613,525.963,1.894949,0.01893036,28.0,12.0,0.2040401,32.0,266.0,3529.2864,4.5834646,770.004,16.81915,27.0,1434.5072,15.085005,95.09492,17.45963,28.0,3279.1567,21.254692,154.2792,15.97251,1.335586,1.487117,0.6404819,0.8466349,134.76254,-3.7483542,54.29633,40.257973,1.4501214,0.2268974,0.62640035,NGC_869,0.511
5853,4.583757e+17,34.963734,0.06295519,57.157837,0.08516112,0.4579807,0.1057027,4.332725,-0.52836376,0.18679413,-0.9838356,0.2071694,0.3021119,-0.01018295,-0.1476667,-0.01694436,-0.1766488,-0.0746932,-0.1316548,0.364544,0.07976655,0.2501738,244.0,242.0,2.605062,297.5841,1.88959,0.04024145,28.0,12.0,0.2011871,31.0,249.0,2428.98,2.370423,1024.703,17.22481,25.0,1009.4572,13.367052,75.51831,17.84117,24.0,2242.3728,11.093149,202.1403,16.38515,1.338764,1.456017,0.6163616,0.8396549,134.73181,-3.6743698,54.336338,40.33202,1.0946339,0.21576072,0.6329517,NGC_869,0.808
5858,4.584076e+17,35.540787,0.021245198,57.107784,0.027494209,0.4371733,0.031037597,14.08528,-0.7542548,0.056351032,-1.2216967,0.06678705,0.4568776,0.1400922,-0.2177681,-0.2428479,-0.06994093,-0.2640584,-0.422806,0.3711472,0.1714166,0.3941885,222.0,220.0,-2.462587,167.3063,35.85768,0.04319689,25.0,13.0,0.07996472,31.0,236.0,29289.643,12.515123,2340.34,14.52158,18.0,17400.725,50.859035,342.1363,14.74997,16.0,18418.549,31.531374,584.134,14.09878,1.222933,0.6511879,0.2283888,0.4227991,135.04398,-3.615052,54.6797,40.15346,0.93812937,0.79105395,0.057675723,NGC_884,0.956
5895,4.5840588e+17,35.528343,0.024527254,57.074852,0.031132419,0.4489166,0.037657406,11.92107,-0.1505708,0.07060138,-0.9914545,0.07835571,0.4040621,0.03520216,-0.2197407,-0.2179175,-0.168897,-0.2821207,-0.2874516,0.3436055,0.2496837,0.4199902,265.0,264.0,-2.776763,200.2408,15.29639,0.04472537,30.0,13.0,0.09206901,33.0,277.0,12950.076,5.955015,2174.65,15.40769,24.0,6596.5693,27.989132,235.6832,15.80309,23.0,9505.515,19.529741,486.72,14.81698,1.243397,0.9861116,0.3954077,0.590704,135.04897,-3.6483023,54.653446,40.126488,0.942973,0.78017825,0.0840819,NGC_884,0.842
5909,4.5840756e+17,35.53988,0.024108488,57.09961,0.029093945,0.46270907,0.035715878,12.95528,-0.53068644,0.066602,-1.0071431,0.07208321,0.4375917,0.0944984,-0.2072728,-0.2280842,-0.1482304,-0.3006177,-0.3159296,0.3810187,0.2641003,0.4416392,244.0,244.0,-1.735357,202.4344,20.48368,0.03155488,28.0,13.0,0.08740285,31.0,253.0,16994.54,5.5396757,3067.786,15.11259,25.0,9329.1045,27.43484,340.0459,15.42679,25.0,11505.744,16.178915,711.1567,14.60963,1.225973,0.8171549,0.3141956,0.5029593,135.04633,-3.6229005,54.674583,40.14626,0.987102,0.79040205,0.061444506,NGC_884,0.885
5936,4.584076e+17,35.542507,0.020452304,57.107094,0.030487465,0.36717138,0.03365257,10.91065,-0.7746588,0.0582452,-0.81975996,0.07507759,0.2864102,0.1173573,-0.1808733,-0.139634,-0.1894331,-0.2176997,-0.4520049,0.3327163,0.2445101,0.3393739,236.0,236.0,-2.087318,188.3942,24.7676,0.07886658,27.0,13.0,0.08508734,30.0,243.0,20214.76,7.137717,2832.104,14.92419,22.0,11464.785,26.230595,437.0768,15.20297,20.0,13296.4795,21.254002,625.5988,14.45258,1.22491,0.7503948,0.278779,0.4716158,135.04509,-3.6153798,54.680424,40.15244,0.9684519,0.79279155,0.05625231,NGC_884,0.799
5942,4.583757e+17,34.96114,0.019926332,57.15687,0.029735455,0.35487095,0.033546172,10.57858,-0.5070359,0.0635125,-1.084019,0.08032761,0.3032461,0.01618385,-0.02752084,-0.04579563,-0.09889029,-0.0620744,-0.2435383,0.2187363,-0.006732478,0.3043796,220.0,219.0,-2.932103,158.3451,28.32578,0.05646108,25.0,12.0,0.08835891,26.0,226.0,23656.766,7.9007964,2994.225,14.75348,25.0,12920.469,26.914455,480.0569,15.07319,24.0,16094.733,25.232504,637.8572,14.24521,1.226508,0.8279819,0.3197155,0.5082664,134.7308,-3.6757507,54.33413,40.33175,0.9500669,0.21305971,0.635493,NGC_869,0.965
5952,4.5840736e+17,35.538986,0.02773209,57.09368,0.035813324,0.41028556,0.041666843,9.846812,-0.62961173,0.07980096,-1.1255349,0.09411227,0.4282778,0.02269942,-0.2507484,-0.2805841,-0.1270877,-0.321906,-0.3103622,0.3301207,0.2217476,0.4516807,265.0,265.0,-1.698269,222.5629,11.34355,0.07823881,30.0,12.0,0.1072509,31.0,262.0,10052.735,4.537296,2215.579,15.68266,21.0,5061.58,33.431305,151.4024,16.09067,20.0,7463.5107,22.499165,331.7239,15.07956,1.245939,1.011111,0.4080181,0.6030931,135.04791,-3.6286309,54.670727,40.141098,0.97413665,0.78974664,0.06490425,NGC_884,0.988
